,id,date,trip,max_temp,min_temp,avg_temp,precip,weekday,weight,bmi,fat,calories,steps,distance,floors,mins_sedentary,mins_light_active,mins_fairly_active,mins_very_active,calories_activity,mins_asleep,activity_level,steps_level,sleep_cat,weekday2,covid,month2,covid2
140,140,2020-02-17,0,73,52,62.5,0,Monday,140.11,22.79,NA,1884,5960,2.6,27,805,123,12,16,553,469,Low Activity,Average Step Count,Ideal Sleep Time,Monday,0,NA,0
141,141,2020-02-18,0,74,43,58.5,0,Tuesday,140.15,22.8,NA,2446,13284,6.19,40,763,172,24,68,1226,366,High Activity,High Step Count,Short Sleep Time,Tuesday,0,NA,0
142,142,2020-02-19,0,75,48,61.5,0,Wednesday,140.2,22.8,NA,2632,17669,9.22,50,603,116,22,102,1368,529,Very High Activity,Very High Step Count,Ideal Sleep Time,Wednesday,0,NA,0
143,143,2020-02-20,0,72,48,60,0,Thursday,140.29,22.82,NA,2332,10884,4.75,62,677,277,14,17,1126,409,High Activity,High Step Count,Short Sleep Time,Thursday,0,NA,0
144,144,2020-02-21,0,80,54,67,0,Friday,140.39,22.83,NA,2654,14725,6.43,85,747,268,49,54,1502,289,Very High Activity,High Step Count,Short Sleep Time,Friday,0,NA,0
145,145,2020-02-22,0,80,55,67.5,0,Saturday,140.49,22.85,NA,2429,11615,5.07,29,488,338,18,16,1311,505,High Activity,High Step Count,Ideal Sleep Time,Saturday,0,NA,0
146,146,2020-02-23,0,80,51,65.5,0.5,Sunday,140.59,22.87,NA,2093,6903,3.02,19,688,206,30,6,856,452,Average Activity,Average Step Count,Ideal Sleep Time,Sunday,0,NA,0
147,147,2020-02-24,0,69,46,57.5,0,Monday,140.69,22.88,NA,2720,17400,8.12,56,451,217,22,82,1557,589,Very High Activity,Very High Step Count,Long Sleep Time,Monday,0,NA,0
148,148,2020-02-25,0,73,49,61,0,Tuesday,140.79,22.9,NA,2295,12130,5.22,82,718,165,20,59,1046,469,High Activity,High Step Count,Ideal Sleep Time,Tuesday,0,NA,0
149,149,2020-02-26,0,83,49,66,0,Wednesday,140.89,22.92,NA,2831,20466,10.78,71,644,189,2,115,1640,469,Very High Activity,Very High Step Count,Ideal Sleep Time,Wednesday,0,NA,0
150,150,2020-02-27,0,80,51,65.5,0,Thursday,141,22.93,NA,2422,12274,5.79,45,681,155,33,63,1179,469,High Activity,High Step Count,Ideal Sleep Time,Thursday,0,NA,0
151,151,2020-02-28,0,81,57,69,0,Friday,140.8,22.9,NA,2932,19412,9.2,77,642,236,40,94,1796,409,Very High Activity,Very High Step Count,Short Sleep Time,Friday,0,NA,0
152,152,2020-02-29,1,NA,NA,NA,NA,Saturday,141.79,23.06,NA,2784,12960,5.59,39,663,335,51,43,1660,289,Very High Activity,High Step Count,Short Sleep Time,Saturday,0,NA,0
153,153,2020-03-01,1,NA,NA,NA,NA,Sunday,141.13,22.95,NA,2134,9141,3.99,58,662,226,13,21,900,469,Average Activity,Average Step Count,Ideal Sleep Time,Sunday,0,NA,0
154,154,2020-03-02,0,59,44,51.5,0,Monday,141.29,22.98,NA,2509,15731,7.39,72,557,185,37,66,1324,529,Very High Activity,Very High Step Count,Ideal Sleep Time,Monday,0,NA,0
155,155,2020-03-03,0,71,53,62,0,Tuesday,141.46,23.01,NA,2372,12878,5.99,45,721,164,22,65,1144,469,High Activity,High Step Count,Ideal Sleep Time,Tuesday,0,NA,0
156,156,2020-03-04,0,82,48,65,0,Wednesday,141.62,23.03,NA,2387,13729,6.9,56,627,186,20,55,1167,509,High Activity,High Step Count,Ideal Sleep Time,Wednesday,0,NA,0
157,157,2020-03-05,0,77,48,62.5,0,Thursday,141.79,23.06,NA,1945,5595,2.44,6,944,206,8,2,669,289,Low Activity,Average Step Count,Short Sleep Time,Thursday,0,NA,0
158,158,2020-03-06,0,82,52,67,0,Friday,141.95,23.09,NA,2806,19152,10.01,42,486,236,8,95,1633,589,Very High Activity,Very High Step Count,Long Sleep Time,Friday,0,NA,0
159,159,2020-03-07,0,74,52,63,0,Saturday,142.12,23.12,NA,2450,11270,4.87,33,623,386,12,7,1324,409,High Activity,High Step Count,Short Sleep Time,Saturday,0,NA,0
160,160,2020-03-08,0,63,47,55,0,Sunday,142.28,23.14,NA,2993,20409,8.92,41,592,273,49,105,1883,409,Very High Activity,Very High Step Count,Short Sleep Time,Sunday,0,NA,0
161,161,2020-03-09,0,66,46,56,0,Monday,142.45,23.17,NA,2192,11176,4.83,28,633,162,35,37,930,529,High Activity,High Step Count,Ideal Sleep Time,Monday,0,NA,0
162,162,2020-03-10,0,73,50,61.5,0.3,Tuesday,142.61,23.2,NA,1785,4648,2.03,13,1125,104,12,7,440,NA,Low Activity,Low Step Count,NA,Tuesday,0,NA,0
163,163,2020-03-11,0,64,54,59,0.17,Wednesday,142.8,23.23,NA,2618,14345,6.68,40,526,233,36,64,1457,529,Very High Activity,High Step Count,Ideal Sleep Time,Wednesday,0,NA,0
164,164,2020-03-12,0,74,51,62.5,0.03,Thursday,142.63,23.2,NA,1888,5439,2.36,21,724,192,0,0,610,469,Low Activity,Average Step Count,Ideal Sleep Time,Thursday,0,NA,0
165,165,2020-03-13,0,57,51,54,1.75,Friday,143.52,23.34,NA,2507,12389,5.73,35,1135,234,12,59,1341,NA,Very High Activity,High Step Count,NA,Friday,0,NA,0
166,166,2020-03-14,0,57,51,54,0.15,Saturday,142.96,23.25,NA,2512,6269,2.68,17,546,384,32,6,1434,469,Very High Activity,Average Step Count,Ideal Sleep Time,Saturday,1,NA,1
167,167,2020-03-15,0,56,48,52,0.1,Sunday,142.19,23.13,NA,2223,11313,4.85,83,1201,161,43,35,994,NA,High Activity,High Step Count,NA,Sunday,1,NA,1
168,168,2020-03-16,0,61,48,54.5,0.02,Monday,142.96,23.25,NA,1799,4178,1.79,19,678,154,0,0,496,529,Low Activity,Low Step Count,Ideal Sleep Time,Monday,1,NA,1
169,169,2020-03-17,0,57,39,48,0.75,Tuesday,143.74,23.38,NA,2072,7248,3.09,39,656,229,5,11,830,529,Average Activity,Average Step Count,Ideal Sleep Time,Tuesday,1,NA,1
170,170,2020-03-18,0,61,41,51,0,Wednesday,144.51,23.5,NA,2383,12897,6.47,52,725,158,14,59,1141,469,High Activity,High Step Count,Ideal Sleep Time,Wednesday,1,NA,1
171,171,2020-03-19,0,65,41,53,0,Thursday,144.07,23.43,NA,2184,7753,3.3,32,678,244,25,13,975,409,High Activity,Average Step Count,Short Sleep Time,Thursday,1,NA,1
172,172,2020-03-20,0,55,46,50.5,0,Friday,142.41,23.16,NA,2574,17358,7.33,108,584,180,56,88,1419,469,Very High Activity,Very High Step Count,Ideal Sleep Time,Friday,1,NA,1
173,173,2020-03-21,0,68,49,58.5,0,Saturday,142.94,23.25,NA,2753,17032,8.42,69,686,282,11,78,1622,349,Very High Activity,Very High Step Count,Short Sleep Time,Saturday,1,NA,1
174,174,2020-03-22,0,71,48,59.5,0,Sunday,143.46,23.33,NA,2074,6747,2.89,32,576,242,12,9,862,529,Average Activity,Average Step Count,Ideal Sleep Time,Sunday,1,NA,1
175,175,2020-03-23,0,65,51,58,1.07,Monday,143.98,23.42,NA,2087,10274,4.37,72,644,116,27,47,823,532,Average Activity,High Step Count,Ideal Sleep Time,Monday,1,NA,1
176,176,2020-03-24,0,67,48,57.5,0,Tuesday,144.51,23.5,NA,2274,12729,6.45,46,655,146,18,62,1020,529,High Activity,High Step Count,Ideal Sleep Time,Tuesday,1,NA,1
177,177,2020-03-25,0,65,51,58,0,Wednesday,144.07,23.43,NA,2552,15461,7.52,54,600,162,33,73,1379,529,Very High Activity,Very High Step Count,Ideal Sleep Time,Wednesday,1,NA,1
178,178,2020-03-26,0,63,42,52.5,0,Thursday,143.63,23.36,NA,2489,13840,5.89,106,609,223,35,63,1336,469,Very High Activity,High Step Count,Ideal Sleep Time,Thursday,1,NA,1
179,179,2020-03-27,0,66,43,54.5,0,Friday,144.07,23.43,NA,2349,13739,7.05,57,738,136,16,76,1116,469,High Activity,High Step Count,Ideal Sleep Time,Friday,1,NA,1
180,180,2020-03-28,0,68,47,57.5,0,Saturday,144.51,23.5,NA,2374,13111,5.55,87,732,216,16,55,1190,409,High Activity,High Step Count,Short Sleep Time,Saturday,1,NA,1
181,181,2020-03-29,0,68,47,57.5,0,Sunday,144.56,23.51,NA,1836,4555,1.95,26,748,169,10,2,563,464,Low Activity,Low Step Count,Ideal Sleep Time,Sunday,1,NA,1
182,182,2020-03-30,0,77,48,62.5,0,Monday,144.62,23.52,NA,2374,14219,6.01,86,544,181,31,64,1183,529,High Activity,High Step Count,Ideal Sleep Time,Monday,1,NA,1
183,183,2020-03-31,0,79,52,65.5,0,Tuesday,144.67,23.53,NA,2471,14174,7.26,56,684,168,23,75,1279,409,Very High Activity,High Step Count,Short Sleep Time,Tuesday,1,NA,1
184,184,2020-04-01,0,79,55,67,0,Wednesday,144.73,23.54,25.1,2260,13399,5.68,105,567,125,33,64,1024,587,High Activity,High Step Count,Long Sleep Time,Wednesday,1,NA,1
185,185,2020-04-02,0,74,55,64.5,0,Thursday,142.63,23.2,25.05,2157,12561,6.61,50,863,26,0,0,71,529,Average Activity,High Step Count,Ideal Sleep Time,Thursday,1,NA,1
186,186,2020-04-03,0,71,51,61,0,Friday,140.54,22.86,25,1925,15962,8.07,64,1414,26,0,0,97,NA,Low Activity,Very High Step Count,NA,Friday,1,NA,1
187,187,2020-04-04,0,71,52,61.5,0,Saturday,143.08,23.27,24.7,2188,11423,4.86,76,1298,42,8,60,583,NA,High Activity,High Step Count,NA,Saturday,1,NA,1
188,188,2020-04-05,0,69,53,61,0.11,Sunday,143.15,23.28,24.733,1731,3377,1.45,16,776,86,7,1,297,589,Low Activity,Low Step Count,Long Sleep Time,Sunday,1,NA,1
189,189,2020-04-06,0,57,51,54,2.3,Monday,143.22,23.29,24.766,1544,2165,0.9,14,1081,24,7,11,175,289,Low Activity,Low Step Count,Short Sleep Time,Monday,1,NA,1
190,190,2020-04-07,0,63,49,56,0.07,Tuesday,143.3,23.31,24.799,1409,NA,NA,NA,1440,NA,NA,NA,NA,NA,Low Activity,NA,NA,Tuesday,1,NA,1
191,191,2020-04-08,0,58,48,53,0.98,Wednesday,143.41,23.32,24.799,1409,NA,NA,NA,1440,NA,NA,NA,NA,NA,Low Activity,NA,NA,Wednesday,1,NA,1
192,192,2020-04-09,0,54,47,50.5,0.49,Thursday,143.19,23.29,24.75,1408,NA,NA,NA,1440,NA,NA,NA,NA,NA,Low Activity,NA,NA,Thursday,1,NA,1
193,193,2020-04-10,0,61,47,54,0.6,Friday,142.96,23.25,24.7,1407,NA,NA,NA,1440,NA,NA,NA,NA,NA,Low Activity,NA,NA,Friday,1,NA,1
194,194,2020-04-11,0,72,47,59.5,0.01,Saturday,143.21,23.29,24.76,1410,NA,NA,NA,1440,NA,NA,NA,NA,NA,Low Activity,NA,NA,Saturday,1,NA,1
195,195,2020-04-12,0,71,51,61,0.05,Sunday,143.45,23.33,24.82,1411,NA,NA,NA,1440,NA,NA,NA,NA,NA,Low Activity,NA,NA,Sunday,1,NA,1
196,196,2020-04-13,0,60,53,56.5,0.25,Monday,143.69,23.37,24.88,1411,NA,NA,NA,1440,NA,NA,NA,NA,NA,Low Activity,NA,NA,Monday,1,NA,1
197,197,2020-04-14,0,79,50,64.5,0.01,Tuesday,143.93,23.41,24.94,1412,NA,NA,NA,1440,NA,NA,NA,NA,NA,Low Activity,NA,NA,Tuesday,1,NA,1
198,198,2020-04-15,0,82,54,68,0,Wednesday,144.18,23.45,25,1413,NA,NA,NA,1440,NA,NA,NA,NA,NA,Low Activity,NA,NA,Wednesday,1,NA,1
199,199,2020-04-16,0,82,40,61,0,Thursday,143.96,23.41,24.899,1412,NA,NA,NA,1440,NA,NA,NA,NA,NA,Low Activity,NA,NA,Thursday,1,NA,1
200,200,2020-04-17,0,75,55,65,0,Friday,143.08,23.27,24.7,1803,9252,5.35,0,1368,4,30,38,466,NA,Low Activity,Average Step Count,NA,Friday,1,NA,1
201,201,2020-04-18,0,67,55,61,0,Saturday,143.05,23.27,24.749,1407,NA,NA,NA,1440,NA,NA,NA,NA,NA,Low Activity,NA,NA,Saturday,1,NA,1
202,202,2020-04-19,0,70,52,61,0.01,Sunday,143.02,23.26,24.798,1407,NA,NA,NA,1440,NA,NA,NA,NA,NA,Low Activity,NA,NA,Sunday,1,NA,1
203,203,2020-04-20,0,68,54,61,0,Monday,143,23.26,24.847,1407,NA,NA,NA,1440,NA,NA,NA,NA,NA,Low Activity,NA,NA,Monday,1,NA,1
204,204,2020-04-21,0,75,55,65,0,Tuesday,143.96,23.41,24.899,1412,NA,NA,NA,1440,NA,NA,NA,NA,NA,Low Activity,NA,NA,Tuesday,1,NA,1
205,205,2020-04-22,0,75,51,63,0,Wednesday,143.57,23.35,24.8,1768,8549,4.95,0,1372,5,32,31,426,NA,Low Activity,Average Step Count,NA,Wednesday,1,NA,1
206,206,2020-04-23,0,88,59,73.5,0,Thursday,143.19,23.29,24.7,1408,NA,NA,NA,1440,NA,NA,NA,NA,NA,Low Activity,NA,NA,Thursday,1,NA,1
207,207,2020-04-24,0,92,61,76.5,0,Friday,140.1,22.79,24,1394,NA,NA,NA,1440,NA,NA,NA,NA,NA,Low Activity,NA,NA,Friday,1,NA,1
208,208,2020-04-25,0,97,61,79,0,Saturday,140.98,22.93,24.2,1398,NA,NA,NA,1440,NA,NA,NA,NA,NA,Low Activity,NA,NA,Saturday,1,NA,1
209,209,2020-04-26,0,94,61,77.5,0,Sunday,141.31,22.98,24.4,1400,NA,NA,NA,1440,NA,NA,NA,NA,NA,Low Activity,NA,NA,Sunday,1,NA,1
210,210,2020-04-27,0,90,59,74.5,0,Monday,142.63,23.2,24.6,1406,NA,NA,NA,1440,NA,NA,NA,NA,NA,Low Activity,NA,NA,Monday,1,NA,1
211,211,2020-04-28,0,84,60,72,0,Tuesday,140.54,22.86,24.1,1396,NA,NA,NA,1440,NA,NA,NA,NA,NA,Low Activity,NA,NA,Tuesday,1,NA,1
212,212,2020-04-29,0,88,58,73,0,Wednesday,140.98,22.93,24.2,1704,7551,4.37,0,1377,11,30,22,367,NA,Low Activity,Average Step Count,NA,Wednesday,1,NA,1
213,213,2020-04-30,0,84,59,71.5,0,Thursday,140.1,22.79,24,1394,NA,NA,NA,1440,NA,NA,NA,NA,NA,Low Activity,NA,NA,Thursday,1,NA,1
214,214,2020-05-01,0,83,58,70.5,0,Friday,139.33,22.66,23.799,1391,NA,NA,NA,1440,NA,NA,NA,NA,NA,Low Activity,NA,NA,Friday,1,NA,1
215,215,2020-05-02,0,81,54,67.5,0,Saturday,137.89,22.43,23.399,1628,2688,1.15,4,1255,93,7,1,308,NA,Low Activity,Low Step Count,NA,Saturday,1,NA,1
216,216,2020-05-03,0,80,54,67,0,Sunday,140.54,22.86,24.1,2027,8540,3.66,56,702,137,22,37,776,529,Average Activity,Average Step Count,Ideal Sleep Time,Sunday,1,NA,1
217,217,2020-05-04,0,79,55,67,0,Monday,141.09,22.95,24.2,2085,10269,4.4,60,600,143,22,41,861,529,Average Activity,High Step Count,Ideal Sleep Time,Monday,1,NA,1
218,218,2020-05-05,0,86,60,73,0,Tuesday,138.45,22.52,23.5,2223,6879,2.93,20,664,230,18,24,1015,469,High Activity,Average Step Count,Ideal Sleep Time,Tuesday,1,NA,1
219,219,2020-05-06,0,94,63,78.5,0,Wednesday,140.1,22.79,24,2066,6997,2.99,29,576,164,28,28,847,570,Average Activity,Average Step Count,Long Sleep Time,Wednesday,1,NA,1
220,220,2020-05-07,0,95,65,80,0,Thursday,141.86,23.07,24.399,1963,6258,2.68,16,671,140,30,13,709,529,Low Activity,Average Step Count,Ideal Sleep Time,Thursday,1,NA,1
221,221,2020-05-08,0,87,62,74.5,0,Friday,138.78,22.57,23.6,2447,12738,6.69,35,725,192,3,76,1263,409,High Activity,High Step Count,Short Sleep Time,Friday,1,NA,1
222,222,2020-05-09,0,84,60,72,0,Saturday,139.77,22.73,23.899,2716,8781,3.72,15,506,356,34,39,1650,469,Very High Activity,Average Step Count,Ideal Sleep Time,Saturday,1,NA,1
223,223,2020-05-10,0,78,57,67.5,0,Sunday,138.78,22.57,23.6,2418,7532,3.23,11,556,167,41,70,1207,543,High Activity,Average Step Count,Long Sleep Time,Sunday,1,NA,1
224,224,2020-05-11,0,NA,NA,NA,NA,Monday,141.53,23.02,24.299,2059,10442,4.48,68,637,84,26,62,806,574,Average Activity,High Step Count,Long Sleep Time,Monday,1,NA,1
225,225,2020-05-12,0,79,54,66.5,0,Tuesday,138.34,22.5,23.5,2345,14279,7.33,49,576,157,18,83,1155,528,High Activity,High Step Count,Ideal Sleep Time,Tuesday,1,NA,1
226,226,2020-05-13,0,73,53,63,0,Wednesday,138.67,22.55,23.6,2349,12738,6.45,43,695,179,14,67,1166,469,High Activity,High Step Count,Ideal Sleep Time,Wednesday,1,NA,1
227,227,2020-05-14,0,75,53,64,0,Thursday,139.77,22.73,23.899,1943,7978,3.42,38,835,128,24,30,696,409,Low Activity,Average Step Count,Short Sleep Time,Thursday,1,NA,1
228,228,2020-05-15,0,80,55,67.5,0,Friday,137.12,22.3,23.2,2975,18536,8.91,55,439,384,30,79,2012,469,Very High Activity,Very High Step Count,Ideal Sleep Time,Friday,1,NA,1
229,229,2020-05-16,0,85,56,70.5,0,Saturday,137.89,22.43,23.399,1953,5455,2.29,11,618,230,0,0,743,544,Low Activity,Average Step Count,Long Sleep Time,Saturday,1,NA,1
230,230,2020-05-17,0,81,59,70,0,Sunday,139.88,22.75,23.899,2288,11373,4.88,67,617,201,33,41,1103,529,High Activity,High Step Count,Ideal Sleep Time,Sunday,1,NA,1
231,231,2020-05-18,0,70,53,61.5,0.42,Monday,139,22.61,23.7,2173,13119,5.62,39,532,114,45,60,967,598,Average Activity,High Step Count,Long Sleep Time,Monday,1,NA,1
232,232,2020-05-19,0,72,55,63.5,0,Tuesday,137.67,22.39,23.299,2099,10381,4.45,58,665,165,27,43,892,469,Average Activity,High Step Count,Ideal Sleep Time,Tuesday,1,NA,1
233,233,2020-05-20,0,71,51,61,0,Wednesday,138.22,22.48,23.5,2218,12437,6.54,37,649,164,8,61,1018,529,High Activity,High Step Count,Ideal Sleep Time,Wednesday,1,NA,1
234,234,2020-05-21,0,75,51,63,0,Thursday,139.44,22.68,23.799,2145,10156,4.35,45,654,187,28,36,943,469,Average Activity,High Step Count,Ideal Sleep Time,Thursday,1,NA,1
235,235,2020-05-22,0,87,55,71,0,Friday,137.01,22.28,23.2,2568,15343,7.79,49,559,210,18,88,1438,529,Very High Activity,Very High Step Count,Ideal Sleep Time,Friday,1,NA,1
236,236,2020-05-23,0,80,57,68.5,0,Saturday,138.11,22.46,23.5,3305,20098,9.21,77,357,446,82,83,2446,409,Very High Activity,Very High Step Count,Short Sleep Time,Saturday,1,NA,1
237,237,2020-05-24,0,76,54,65,0,Sunday,137.78,22.41,23.399,2136,3906,1.67,8,957,167,23,38,918,NA,Average Activity,Low Step Count,NA,Sunday,1,NA,1
238,238,2020-05-25,0,83,57,70,0,Monday,138.56,22.54,23.599,2731,14223,6.1,13,357,414,35,26,1749,529,Very High Activity,High Step Count,Ideal Sleep Time,Monday,1,NA,1
239,239,2020-05-26,0,88,60,74,0,Tuesday,139.33,22.66,23.799,1750,3637,1.56,8,673,142,10,2,479,510,Low Activity,Low Step Count,Ideal Sleep Time,Tuesday,1,NA,1
240,240,2020-05-27,0,90,62,76,0,Wednesday,137.89,22.43,23.399,2065,10380,4.45,69,663,114,14,60,829,529,Average Activity,High Step Count,Ideal Sleep Time,Wednesday,1,NA,1
241,241,2020-05-28,0,92,58,75,0,Thursday,138.67,22.55,23.6,2122,12365,6.17,43,698,103,18,75,900,469,Average Activity,High Step Count,Ideal Sleep Time,Thursday,1,NA,1
242,242,2020-05-29,0,85,56,70.5,0,Friday,136.46,22.2,23,2460,14993,7.59,43,536,166,42,87,1312,529,High Activity,High Step Count,Ideal Sleep Time,Friday,1,NA,1
243,243,2020-05-30,0,79,59,69,0,Saturday,138,22.45,23.399,2150,10105,4.33,34,577,151,20,50,928,529,Average Activity,High Step Count,Ideal Sleep Time,Saturday,1,NA,1
244,244,2020-05-31,0,83,61,72,0,Sunday,138.89,22.59,23.7,2765,12221,5.18,36,377,320,55,65,1739,589,Very High Activity,High Step Count,Long Sleep Time,Sunday,1,NA,1
245,245,2020-06-01,0,87,62,74.5,0,Monday,137.34,22.34,23.3,4396,15737,6.77,31,475,582,183,132,3806,NA,Very High Activity,Very High Step Count,NA,Monday,1,NA,1
246,246,2020-06-02,0,86,64,75,0,Tuesday,135.8,22.09,22.899,1563,1984,0.85,7,896,61,15,1,243,409,Low Activity,Low Step Count,Short Sleep Time,Tuesday,1,NA,1
247,247,2020-06-03,0,87,65,76,0,Wednesday,137.67,22.39,23.399,2111,10194,4.37,18,630,212,14,37,952,469,Average Activity,High Step Count,Ideal Sleep Time,Wednesday,1,NA,1
248,248,2020-06-04,0,97,60,78.5,0,Thursday,138.56,22.54,23.6,2136,11938,5.11,61,520,113,26,66,927,620,Average Activity,High Step Count,Long Sleep Time,Thursday,1,NA,1
249,249,2020-06-05,0,81,60,70.5,0.03,Friday,135.91,22.11,22.899,2502,15050,7.6,47,598,214,13,84,1379,469,Very High Activity,Very High Step Count,Ideal Sleep Time,Friday,1,NA,1
250,250,2020-06-06,0,70,62,66,0,Saturday,138.56,22.54,23.6,3034,19141,8.21,43,300,397,55,75,2090,529,Very High Activity,Very High Step Count,Ideal Sleep Time,Saturday,1,NA,1
251,251,2020-06-07,0,80,58,69,0,Sunday,137.75,22.4,23.4,2375,8069,3.46,10,686,255,64,15,1282,346,High Activity,Average Step Count,Short Sleep Time,Sunday,1,NA,1
252,252,2020-06-08,0,81,55,68,0.01,Monday,136.94,22.27,23.2,2097,11340,4.86,68,594,149,36,35,915,589,Average Activity,High Step Count,Long Sleep Time,Monday,1,NA,1
253,253,2020-06-09,0,89,62,75.5,0,Tuesday,136.13,22.14,23,2250,12069,6.12,32,650,139,24,66,1071,529,High Activity,High Step Count,Ideal Sleep Time,Tuesday,1,NA,1
254,254,2020-06-10,0,97,63,80,0,Wednesday,137.01,22.28,23.2,2490,13507,5.78,34,618,250,65,38,1414,409,Very High Activity,High Step Count,Short Sleep Time,Wednesday,1,NA,1
255,255,2020-06-11,0,99,64,81.5,0,Thursday,137.12,22.3,23.2,2263,10473,4.45,53,686,187,14,55,1102,409,High Activity,High Step Count,Short Sleep Time,Thursday,1,NA,1
256,256,2020-06-12,1,NA,NA,NA,NA,Friday,135.36,22.02,22.799,2722,13459,6.54,49,517,373,9,61,1685,469,Very High Activity,High Step Count,Ideal Sleep Time,Friday,1,NA,1
257,257,2020-06-13,1,NA,NA,NA,NA,Saturday,135.47,22.03,22.819,3495,25577,12.5,158,365,442,37,152,2627,409,Very High Activity,Very High Step Count,Short Sleep Time,Saturday,1,NA,1
258,258,2020-06-14,1,NA,NA,NA,NA,Sunday,135.58,22.05,22.839,2986,18008,7.72,30,426,415,23,92,2006,469,Very High Activity,Very High Step Count,Ideal Sleep Time,Sunday,1,NA,1
259,259,2020-06-15,1,NA,NA,NA,NA,Monday,135.69,22.07,22.859,2284,8492,3.62,22,826,336,11,1,1157,NA,High Activity,Average Step Count,NA,Monday,1,NA,1
260,260,2020-06-16,0,84,61,72.5,0,Tuesday,135.8,22.09,22.879,2088,11984,5.14,37,518,122,40,48,898,643,Average Activity,High Step Count,Long Sleep Time,Tuesday,1,NA,1
261,261,2020-06-17,0,78,60,69,0,Wednesday,135.91,22.11,22.899,2196,12384,6.36,42,640,127,27,62,995,529,High Activity,High Step Count,Ideal Sleep Time,Wednesday,1,NA,1
262,262,2020-06-18,0,79,59,69,0,Thursday,137.23,22.32,23.2,2184,11807,5.06,64,652,173,35,44,1009,469,High Activity,High Step Count,Ideal Sleep Time,Thursday,1,NA,1
263,263,2020-06-19,0,77,59,68,0,Friday,135.25,22,22.7,2719,17536,8.6,51,396,301,28,75,1688,562,Very High Activity,Very High Step Count,Long Sleep Time,Friday,1,NA,1
264,264,2020-06-20,0,80,59,69.5,0,Saturday,136.68,22.23,23.1,2713,10453,4.48,15,474,516,14,6,1793,409,Very High Activity,High Step Count,Short Sleep Time,Saturday,1,NA,1
265,265,2020-06-21,0,81,60,70.5,0,Sunday,134.92,21.94,22.7,2247,7603,3.25,8,795,260,47,2,1127,349,High Activity,Average Step Count,Short Sleep Time,Sunday,1,NA,1
266,266,2020-06-22,0,83,59,71,0,Monday,134.92,21.94,22.7,1748,5304,2.27,16,456,99,21,12,486,754,Low Activity,Average Step Count,Long Sleep Time,Monday,1,NA,1
267,267,2020-06-23,0,89,59,74,0,Tuesday,134.92,21.94,22.7,2063,10161,5.22,38,716,128,18,55,860,469,Average Activity,High Step Count,Ideal Sleep Time,Tuesday,1,NA,1
268,268,2020-06-24,0,85,61,73,0,Wednesday,136.02,22.12,22.899,2077,10188,4.42,56,718,138,16,49,858,469,Average Activity,High Step Count,Ideal Sleep Time,Wednesday,1,NA,1
269,269,2020-06-25,0,87,60,73.5,0,Thursday,136.79,22.25,23.1,2073,11475,5.89,31,606,113,18,61,845,572,Average Activity,High Step Count,Long Sleep Time,Thursday,1,NA,1
270,270,2020-06-26,0,84,59,71.5,0,Friday,134.48,21.87,22.5,2329,13487,7.01,52,629,142,33,76,1167,529,High Activity,High Step Count,Ideal Sleep Time,Friday,1,NA,1
271,271,2020-06-27,0,87,59,73,0,Saturday,135.91,22.11,22.899,2720,8133,3.44,11,513,449,17,7,1726,409,Very High Activity,Average Step Count,Short Sleep Time,Saturday,1,NA,1
272,272,2020-06-28,0,85,61,73,0,Sunday,135.14,21.98,22.7,2033,4735,2.03,11,726,145,49,13,810,469,Average Activity,Low Step Count,Ideal Sleep Time,Sunday,1,NA,1
273,273,2020-06-29,0,74,60,67,0,Monday,135.58,22.05,22.799,2022,11026,4.73,67,650,91,32,57,806,529,Average Activity,High Step Count,Ideal Sleep Time,Monday,1,NA,1
274,274,2020-06-30,0,78,57,67.5,0,Tuesday,136.02,22.12,22.899,2302,12321,6.25,35,682,153,12,61,1114,529,High Activity,High Step Count,Ideal Sleep Time,Tuesday,1,NA,1
275,275,2020-07-01,0,80,59,69.5,0,Wednesday,136.13,22.14,23,2084,12524,6.21,36,653,105,40,51,870,534,Average Activity,High Step Count,Ideal Sleep Time,Wednesday,1,NA,1
276,276,2020-07-02,0,82,58,70,0,Thursday,134.7,21.91,22.6,2254,12951,5.55,44,608,172,33,60,1083,505,High Activity,High Step Count,Ideal Sleep Time,Thursday,1,NA,1
277,277,2020-07-03,0,85,58,71.5,0,Friday,134.37,21.85,22.5,2288,13356,5.73,63,668,236,28,36,1159,469,High Activity,High Step Count,Ideal Sleep Time,Friday,1,NA,1
278,278,2020-07-04,0,92,61,76.5,0,Saturday,135.36,22.02,22.799,2333,8289,3.55,10,822,358,17,5,1253,NA,High Activity,Average Step Count,NA,Saturday,1,NA,1
279,279,2020-07-05,0,90,61,75.5,0,Sunday,135.12,21.98,22.733,2272,5521,2.36,15,609,275,31,2,1094,465,High Activity,Average Step Count,Ideal Sleep Time,Sunday,1,NA,1
280,280,2020-07-06,0,96,64,80,0,Monday,134.88,21.94,22.667,1734,4146,1.78,12,668,141,0,0,457,536,Low Activity,Low Step Count,Ideal Sleep Time,Monday,1,NA,1
281,281,2020-07-07,0,95,62,78.5,0,Tuesday,134.64,21.9,22.601,2110,10731,4.6,70,617,172,23,42,934,529,Average Activity,High Step Count,Ideal Sleep Time,Tuesday,1,NA,1
282,282,2020-07-08,0,91,60,75.5,0,Wednesday,134.41,21.86,22.535,2127,11417,5.91,35,672,147,14,56,947,501,Average Activity,High Step Count,Ideal Sleep Time,Wednesday,1,NA,1
